Date,Adj Close,Close,High,Low,Open,Volume
2010-02-05 00:00:00+00:00,5.888562202,6.980713844,7,6.816071033,6.879642963,850306800
2010-02-08 00:00:00+00:00,5.848191738,6.932857037,7.067142963,6.928571224,6.988928795,478270800
2010-02-09 00:00:00+00:00,5.910553932,7.00678587,7.053571224,6.955357075,7.014999866,632886800
2010-02-10 00:00:00+00:00,5.87831831,6.968571186,7.021429062,6.937857151,6.996070862,370361600
2010-02-11 00:00:00+00:00,5.98526907,7.095356941,7.133928776,6.93071413,6.960000038,550345600
2010-02-12 00:00:00+00:00,6.036786079,7.156428814,7.20142889,6.982142925,7.07535696,655468800
2010-02-16 00:00:00+00:00,6.127767086,7.264286041,7.274642944,7.197143078,7.212142944,543737600
2010-02-17 00:00:00+00:00,6.1021595,7.233929157,7.296785831,7.17357111,7.292500019,436396800
2010-02-18 00:00:00+00:00,6.113608837,7.247499943,7.281785965,7.175714016,7.201070786,422825200
2010-02-19 00:00:00+00:00,6.075648785,7.202499866,7.257143021,7.182499886,7.209286213,415469600
2010-02-22 00:00:00+00:00,6.037989616,7.157856941,7.232142925,7.113928795,7.226428986,390563600
2010-02-23 00:00:00+00:00,5.936763763,7.037857056,7.190357208,6.989643097,7.142857075,575094800
2010-02-24 00:00:00+00:00,6.045220375,7.166429043,7.19428587,7.065713882,7.079642773,460566400
2010-02-25 00:00:00+00:00,6.085590839,7.214285851,7.244999886,7.031785965,7.049285889,665126000
2010-02-26 00:00:00+00:00,6.164521694,7.307857037,7.327499866,7.214285851,7.227857113,507460800
2010-03-01 00:00:00+00:00,6.296176434,7.463929176,7.482142925,7.337500095,7.348214149,550093600
2010-03-02 00:00:00+00:00,6.291959286,7.458929062,7.529643059,7.419285774,7.497499943,566546400
2010-03-03 00:00:00+00:00,6.306417942,7.476070881,7.495357037,7.426428795,7.462142944,372052800
2010-03-04 00:00:00+00:00,6.347993851,7.52535677,7.532856941,7.451070786,7.474286079,366041200
2010-03-05 00:00:00+00:00,6.596237183,7.819643021,7.846428871,7.665357113,7.676428795,899620400
2010-03-08 00:00:00+00:00,6.600153446,7.824285984,7.860356808,7.794642925,7.857500076,429889600
2010-03-09 00:00:00+00:00,6.718852997,7.965000153,8.035714149,7.781785965,7.796785831,920259200
2010-03-10 00:00:00+00:00,6.773685455,8.029999733,8.052857399,7.971428871,7.993928909,596218000
2010-03-11 00:00:00+00:00,6.793567181,8.053570747,8.053570747,7.975714207,7.996786118,405700400
2010-03-12 00:00:00+00:00,6.826708317,8.092857361,8.133213997,8.0625,8.12035656,416323600
2010-03-15 00:00:00+00:00,6.743558407,7.99428606,8.053570747,7.866071224,8.049285889,493502800
2010-03-16 00:00:00+00:00,6.761934757,8.01607132,8.034999847,7.946785927,8.006428719,446908000
2010-03-17 00:00:00+00:00,6.751993179,8.004285812,8.087499619,7.973928928,8.032142639,450956800
2010-03-18 00:00:00+00:00,6.767959595,8.02321434,8.035714149,7.95035696,8.003570557,342109600
2010-03-19 00:00:00+00:00,6.695655346,7.9375,8.044285774,7.901071072,8.028214455,559445600
2010-03-22 00:00:00+00:00,6.770972729,8.026785851,8.071429253,7.862500191,7.873929024,456419600
2010-03-23 00:00:00+00:00,6.879728794,8.155714035,8.170714378,8.003570557,8.058570862,602431200
2010-03-24 00:00:00+00:00,6.910157681,8.191785812,8.221428871,8.125356674,8.130000114,597780400
2010-03-25 00:00:00+00:00,6.828214169,8.094642639,8.248929024,8.080356598,8.247142792,542284400
2010-03-26 00:00:00+00:00,6.956253052,8.246429443,8.283928871,8.162500381,8.176786423,640875200
2010-03-29 00:00:00+00:00,7.001140594,8.299642563,8.352499962,8.272143364,8.321429253,540744400
2010-03-30 00:00:00+00:00,7.105377674,8.423213959,8.4814291,8.366070747,8.449999809,527310000
2010-03-31 00:00:00+00:00,7.079770565,8.392856598,8.450357437,8.373571396,8.410357475,430659600
2010-04-01 00:00:00+00:00,7.108996868,8.427499771,8.526070595,8.3125,8.478928566,603145200
2010-04-05 00:00:00+00:00,7.184915066,8.517499924,8.518214226,8.384642601,8.39214325,684507600
2010-04-06 00:00:00+00:00,7.216546059,8.555000305,8.579999924,8.464285851,8.507143021,447017200
2010-04-07 00:00:00+00:00,7.24848032,8.592857361,8.640000343,8.523571014,8.555356979,628502000
2010-04-08 00:00:00+00:00,7.228900433,8.569643021,8.626428604,8.501428604,8.587142944,572989200
2010-04-09 00:00:00+00:00,7.284331322,8.635356903,8.638929367,8.587857246,8.62250042,334182800
2010-04-12 00:00:00+00:00,7.299395084,8.653214455,8.681071281,8.636071205,8.649999619,333026400
2010-04-13 00:00:00+00:00,7.303611279,8.658213615,8.67142868,8.611070633,8.637857437,306210800
2010-04-14 00:00:00+00:00,7.401823521,8.774642944,8.778928757,8.716786385,8.760000229,404076400
2010-04-15 00:00:00+00:00,7.49913311,8.890000343,8.893928528,8.768214226,8.777856827,376784800
2010-04-16 00:00:00+00:00,7.453341484,8.83571434,8.969285965,8.73392868,8.87749958,750545600
2010-04-19 00:00:00+00:00,7.443401337,8.823928833,8.853214264,8.634642601,8.822500229,566924400
2010-04-20 00:00:00+00:00,7.368685722,8.735357285,8.901785851,8.677143097,8.876428604,738326400
2010-04-21 00:00:00+00:00,7.809440613,9.257857323,9.294643402,9.133213997,9.242856979,982391200
2010-04-22 00:00:00+00:00,8.027855873,9.516785622,9.526785851,9.149999619,9.222857475,793424800
2010-04-23 00:00:00+00:00,8.159209251,9.672499657,9.720713615,9.535714149,9.571070671,796955600
2010-04-26 00:00:00+00:00,8.119139671,9.625,9.730713844,9.578213692,9.710000038,479068800
2010-04-27 00:00:00+00:00,7.894397736,9.358571053,9.565713882,9.304286003,9.54535675,709343600
2010-04-28 00:00:00+00:00,7.881140232,9.342857361,9.428570747,9.157500267,9.401785851,758402400
2010-04-29 00:00:00+00:00,8.093234062,9.594285965,9.642856598,9.357500076,9.3935709,558840800
2010-04-30 00:00:00+00:00,7.865776062,9.324643135,9.66321373,9.321429253,9.618213654,542463600
2010-05-03 00:00:00+00:00,8.024241447,9.512499809,9.56714344,9.388570786,9.422857285,454342000
2010-05-04 00:00:00+00:00,7.79317379,9.238571167,9.403214455,9.169643402,9.388929367,723819600
2010-05-05 00:00:00+00:00,7.712131023,9.142499924,9.219285965,8.883213997,9.036786079,883103200
2010-05-06 00:00:00+00:00,7.418696404,8.794643402,9.223214149,7.116071224,9.065357208,1285860800
2010-05-07 00:00:00+00:00,7.105678082,8.423570633,8.806071281,8.043213844,8.703928947,1676018400
2010-05-10 00:00:00+00:00,7.651876926,9.071070671,9.094642639,8.876070976,8.9375,984306400
2010-05-11 00:00:00+00:00,7.728100777,9.161429405,9.281785965,8.946429253,8.994285583,848906800
2010-05-12 00:00:00+00:00,7.895905018,9.360357285,9.397500038,9.239286423,9.258570671,654379600
2010-05-13 00:00:00+00:00,7.783530235,9.227143288,9.464285851,9.157142639,9.400713921,599712400
2010-05-14 00:00:00+00:00,7.646755219,9.06499958,9.159999847,8.910714149,9.112856865,759362800
2010-05-17 00:00:00+00:00,7.658809185,9.079285622,9.14928627,8.846785545,9.096428871,762834800
2010-05-18 00:00:00+00:00,7.602772236,9.012857437,9.23392868,8.937856674,9.177857399,782678400
2010-05-19 00:00:00+00:00,7.48166132,8.869285583,9.032856941,8.744643211,8.910714149,1025726800
2010-05-20 00:00:00+00:00,7.162921429,8.491429329,8.708929062,8.436071396,8.638570786,1282915200
2010-05-21 00:00:00+00:00,7.300296783,8.654286385,8.732143402,8.262499809,8.31499958,1223891200
2010-05-24 00:00:00+00:00,7.434063435,8.812856674,8.96071434,8.795000076,8.831428528,754238800
2010-05-25 00:00:00+00:00,7.387666702,8.757857323,8.812856674,8.470000267,8.548213959,1048006400
2010-05-26 00:00:00+00:00,7.354226589,8.718214035,9.00464344,8.705356598,8.931428909,850654000
2010-05-27 00:00:00+00:00,7.632595539,9.048213959,9.067500114,8.896785736,8.949999809,666282400
2010-05-28 00:00:00+00:00,7.738946915,9.174285889,9.264286041,9.048213959,9.263929367,815614800
2010-06-01 00:00:00+00:00,7.857946873,9.315357208,9.497857094,9.248571396,9.274642944,876472800
2010-06-02 00:00:00+00:00,7.951938152,9.426786423,9.45714283,9.297499657,9.447856903,688548000
2010-06-03 00:00:00+00:00,7.926935673,9.397143364,9.48392868,9.300356865,9.470713615,650106800
2010-06-04 00:00:00+00:00,7.711226463,9.141428947,9.353570938,9.093929291,9.221785545,758304400
2010-06-07 00:00:00+00:00,7.559990406,8.962142944,9.255356789,8.948213577,9.224642754,886942000
2010-06-08 00:00:00+00:00,7.511490345,8.904643059,9.064286232,8.77321434,9.044285774,1000770400
2010-06-09 00:00:00+00:00,7.326807976,8.685713768,8.996429443,8.660357475,8.981071472,854630000
2010-06-10 00:00:00+00:00,7.547035217,8.946785927,8.963570595,8.649999619,8.744285583,776356000
2010-06-11 00:00:00+00:00,7.637415409,9.053929329,9.066429138,8.834643364,8.865357399,545759200
2010-06-14 00:00:00+00:00,7.660613537,9.081428528,9.255356789,9.071785927,9.141428947,602960400
2010-06-15 00:00:00+00:00,7.823599815,9.274642944,9.280357361,9.125,9.130000114,585074000
2010-06-16 00:00:00+00:00,8.051356316,9.544643402,9.5625,9.308214188,9.324999809,783678000
2010-06-17 00:00:00+00:00,8.190545082,9.709643364,9.746429443,9.625,9.66428566,872855200
2010-06-18 00:00:00+00:00,8.256822586,9.78821373,9.821429253,9.693571091,9.723214149,784621600
2010-06-21 00:00:00+00:00,8.13932991,9.648928642,9.964642525,9.597499847,9.917499542,776490400
2010-06-22 00:00:00+00:00,8.25019455,9.780357361,9.856071472,9.696429253,9.720000267,717262000
2010-06-23 00:00:00+00:00,8.163427353,9.677499771,9.809286118,9.567856789,9.806428909,768457200
2010-06-24 00:00:00+00:00,8.104079247,9.607143402,9.757143021,9.574999809,9.678570747,714277200
2010-06-25 00:00:00+00:00,8.034787178,9.524999619,9.652500153,9.493213654,9.645000458,549942400
2010-06-28 00:00:00+00:00,8.082992554,9.58214283,9.633929253,9.447142601,9.533213615,584948000
2010-06-29 00:00:00+00:00,7.717552662,9.148928642,9.442500114,9.08214283,9.43285656,1133344800
2010-06-30 00:00:00+00:00,7.577763557,8.983214378,9.213213921,8.928929329,9.168213844,739452000
2010-07-01 00:00:00+00:00,7.485878944,8.874285698,9.100000381,8.686429024,9.08214283,1022896000
2010-07-02 00:00:00+00:00,7.439485073,8.819286346,8.96178627,8.685713768,8.946070671,693842800
2010-07-06 00:00:00+00:00,7.4903965,8.87964344,9.028571129,8.791428566,8.964285851,615235600
2010-07-07 00:00:00+00:00,7.792869091,9.238213539,9.241786003,8.919643402,8.946070671,654556000
2010-07-08 00:00:00+00:00,7.775396347,9.217499733,9.389286041,9.103214264,9.374285698,738144400
2010-07-09 00:00:00+00:00,7.821491241,9.272143364,9.282142639,9.112856865,9.174642563,433322400
2010-07-12 00:00:00+00:00,7.751296997,9.188928604,9.35178566,9.102143288,9.233214378,562878400
2010-07-13 00:00:00+00:00,7.58589983,8.992856979,9.157142639,8.801071167,9.154286385,1190924000
2010-07-14 00:00:00+00:00,7.613915443,9.026070595,9.135713577,8.892856598,8.906429291,812047600
2010-07-15 00:00:00+00:00,7.575356007,8.98035717,9.177499771,8.83214283,8.865357399,824866000
2010-07-16 00:00:00+00:00,7.528658867,8.925000191,9.106071472,8.871786118,9.042142868,1039858400
2010-07-19 00:00:00+00:00,7.398508072,8.770713806,8.924285889,8.557143211,8.924285889,1024478000
2010-07-20 00:00:00+00:00,7.588609219,8.996070862,9.032142639,8.571785927,8.675000191,1074950800
2010-07-21 00:00:00+00:00,7.659406185,9.079999924,9.469642639,9.071429253,9.467499733,1185671200
2010-07-22 00:00:00+00:00,7.803414822,9.250714302,9.285714149,9.118213654,9.202857018,645318800
2010-07-23 00:00:00+00:00,7.831130505,9.283571243,9.299285889,9.152856827,9.181785583,533388800
2010-07-26 00:00:00+00:00,7.811245441,9.260000229,9.28928566,9.203928947,9.285714149,420551600
2010-07-27 00:00:00+00:00,7.955854893,9.431428909,9.45714283,9.29642868,9.316785812,584771600
2010-07-28 00:00:00+00:00,7.861858845,9.319999695,9.499643326,9.294643402,9.416786194,519985200
2010-07-29 00:00:00+00:00,7.775998116,9.218214035,9.380356789,9.146429062,9.311071396,643806800
2010-07-30 00:00:00+00:00,7.750089169,9.1875,9.274999619,9.103570938,9.138929367,448210000
2010-08-02 00:00:00+00:00,7.888672352,9.35178566,9.378213882,9.272143364,9.301428795,428055600
2010-08-03 00:00:00+00:00,7.891081333,9.354642868,9.402142525,9.265000343,9.321785927,417653600
2010-08-04 00:00:00+00:00,7.922717094,9.39214325,9.438570976,9.296786308,9.387143135,420375200
2010-08-05 00:00:00+00:00,7.884151936,9.346428871,9.39928627,9.305356979,9.347499847,289097200
2010-08-06 00:00:00+00:00,7.835647106,9.288928986,9.338929176,9.201070786,9.277856827,444897600
2010-08-09 00:00:00+00:00,7.885658741,9.348214149,9.362500191,9.270357132,9.338570595,303128000
2010-08-10 00:00:00+00:00,7.815164566,9.264642715,9.301786423,9.198213577,9.280357361,451920000
2010-08-11 00:00:00+00:00,7.537396908,8.935357094,9.131786346,8.921786308,9.121429443,620054400
2010-08-12 00:00:00+00:00,7.585600376,8.992500305,9.03928566,8.789999962,8.810357094,534920400
2010-08-13 00:00:00+00:00,7.504558086,8.896429062,8.995714188,8.896071434,8.987500191,354869200
2010-08-16 00:00:00+00:00,7.460571766,8.844285965,8.928929329,8.80785656,8.842143059,318430000
2010-08-17 00:00:00+00:00,7.591022968,8.998929024,9.093929291,8.899999619,8.931428909,422640400
2010-08-18 00:00:00+00:00,7.62416172,9.03821373,9.095356941,8.984999657,9.012857437,339696000
2010-08-19 00:00:00+00:00,7.528055191,8.924285889,9.052857399,8.881428719,9.029999733,426706000
2010-08-20 00:00:00+00:00,7.52082634,8.915714264,9.068571091,8.892856598,8.906785965,384230000
2010-08-23 00:00:00+00:00,7.405138016,8.778571129,9,8.758929253,8.992500305,414041600
2010-08-24 00:00:00+00:00,7.228295803,8.568928719,8.678570747,8.52321434,8.666786194,602565600
2010-08-25 00:00:00+00:00,7.317471027,8.674642563,8.713929176,8.471428871,8.501428604,596867600
2010-08-26 00:00:00+00:00,7.238841057,8.581428528,8.776785851,8.581428528,8.76607132,466505200
2010-08-27 00:00:00+00:00,7.279211044,8.629285812,8.664643288,8.412857056,8.633929253,548391200
2010-08-30 00:00:00+00:00,7.305721283,8.660714149,8.776785851,8.595713615,8.598570824,383289200
2010-08-31 00:00:00+00:00,7.323797703,8.682143211,8.734286308,8.583929062,8.637499809,420786800
2010-09-01 00:00:00+00:00,7.541613102,8.940357208,8.980713844,8.795714378,8.838213921,697037600
2010-09-02 00:00:00+00:00,7.597048283,9.006071091,9.006071091,8.87749958,8.973570824,415427600
2010-09-03 00:00:00+00:00,7.795883656,9.241786003,9.242142677,9.089285851,9.110357285,520788800
2010-09-07 00:00:00+00:00,7.766960144,9.207500458,9.268928528,9.151785851,9.165714264,342557600
2010-09-08 00:00:00+00:00,7.920908928,9.390000343,9.442500114,9.253570557,9.277856827,526551200
2010-09-09 00:00:00+00:00,7.925426483,9.395357132,9.5185709,9.390000343,9.465714455,438575200
2010-09-10 00:00:00+00:00,7.935670853,9.407500267,9.446429253,9.33571434,9.399642944,387542400
2010-09-13 00:00:00+00:00,8.045028687,9.537142754,9.581428528,9.491429329,9.493571281,388780000
2010-09-14 00:00:00+00:00,8.075758934,9.573571205,9.613213539,9.48285675,9.507499695,408150400
2010-09-15 00:00:00+00:00,8.140833855,9.650713921,9.656429291,9.565713882,9.577500343,429368800
2010-09-16 00:00:00+00:00,8.332138062,9.87749958,9.881071091,9.625,9.651429176,652103200
2010-09-17 00:00:00+00:00,8.295983315,9.834643364,9.927143097,9.77428627,9.917499542,634477200
2010-09-20 00:00:00+00:00,8.532781601,10.1153574,10.13500023,9.85178566,9.859999657,658677600
2010-09-21 00:00:00+00:00,8.549049377,10.1346426,10.26249981,10.09964275,10.13785744,668074400
2010-09-22 00:00:00+00:00,8.668952942,10.27678585,10.28499985,10.08607101,10.09678555,585289600
2010-09-23 00:00:00+00:00,8.704204559,10.31857109,10.45571423,10.21428585,10.22607136,786116800
2010-09-24 00:00:00+00:00,8.806629181,10.43999958,10.48321438,10.37678623,10.43214321,649488000
2010-09-27 00:00:00+00:00,8.771683693,10.39857101,10.52607059,10.39321423,10.4992857,482834800
2010-09-28 00:00:00+00:00,8.642140388,10.24499989,10.42035675,9.821429253,10.42035675,1035042400
2010-09-29 00:00:00+00:00,8.657505989,10.26321411,10.35035706,10.21428585,10.258214,469644000
2010-09-30 00:00:00+00:00,8.548448563,10.13392925,10.3571434,10.0446434,10.32142925,673391600
2010-10-01 00:00:00+00:00,8.511388779,10.09000015,10.23499966,10.04821396,10.21964264,448142800
2010-10-04 00:00:00+00:00,8.394501686,9.951429367,10.10357094,9.92035675,10.05714321,435302000
2010-10-05 00:00:00+00:00,8.704806328,10.31928635,10.33749962,10.06499958,10.07142925,501967200
2010-10-06 00:00:00+00:00,8.712334633,10.32821369,10.42821407,10.18785667,10.34249973,670868800
2010-10-07 00:00:00+00:00,8.713240623,10.32928562,10.3742857,10.24678612,10.36928558,408399600
2010-10-08 00:00:00+00:00,8.859355927,10.50249958,10.5178566,10.3571434,10.41821384,658403200
2010-10-11 00:00:00+00:00,8.898219109,10.54857063,10.61571407,10.52142906,10.52642918,427753200
2010-10-12 00:00:00+00:00,8.994022369,10.66214275,10.69642925,10.44607067,10.55035686,558544000
2010-10-13 00:00:00+00:00,9.04222393,10.71928596,10.78428555,10.70714283,10.72142887,630092400
2010-10-14 00:00:00+00:00,9.107601166,10.79678631,10.80249977,10.72857094,10.77464294,435296400
2010-10-15 00:00:00+00:00,9.482070923,11.24071407,11.25,10.88964272,10.97999954,922194000
2010-10-18 00:00:00+00:00,9.580288887,11.3571434,11.3928566,11.22464275,11.37392902,1093010800
2010-10-19 00:00:00+00:00,9.323907852,11.05321407,11.2060709,10.71500015,10.83571434,1232784000
2010-10-20 00:00:00+00:00,9.355239868,11.09035683,11.22321415,10.95964336,11.03571415,721624400
2010-10-21 00:00:00+00:00,9.324811935,11.054286,11.24071407,10.95714283,11.15571404,551460000
2010-10-22 00:00:00+00:00,9.263054848,10.98107147,11.0728569,10.93928623,11.03821373,372778000
2010-10-25 00:00:00+00:00,9.304325104,11.02999973,11.12857056,11.01571369,11.03892899,392462000
2010-10-26 00:00:00+00:00,9.2805233,11.00178623,11.06214333,10.91607094,10.95964336,392929600
2010-10-27 00:00:00+00:00,9.273902893,10.99392891,11.06785679,10.91428566,10.98750019,399002800
2010-10-28 00:00:00+00:00,9.195869446,10.90142918,11,10.74642944,10.99821377,551051200
2010-10-29 00:00:00+00:00,9.067530632,10.7492857,10.92428589,10.74535656,10.8653574,430511200
2010-11-01 00:00:00+00:00,9.163937569,10.86357117,10.91428566,10.79285717,10.79357147,423889200
2010-11-02 00:00:00+00:00,9.319992065,11.04857063,11.07821369,10.96428585,10.96428585,433930000
2010-11-03 00:00:00+00:00,9.423625946,11.17142868,11.17428589,11.01892853,11.12035656,508348400
2010-11-04 00:00:00+00:00,9.588418007,11.366786,11.43500042,11.25107098,11.26607132,642488000
2010-11-05 00:00:00+00:00,9.554074287,11.32607079,11.41321373,11.3125,11.35678577,361253200
2010-11-08 00:00:00+00:00,9.59896183,11.37928581,11.42035675,11.31285667,11.32857132,281758400
2010-11-09 00:00:00+00:00,9.522443771,11.28857136,11.47500038,11.2321434,11.46607113,383544000
2010-11-10 00:00:00+00:00,9.581189156,11.35821438,11.3846426,11.19821358,11.30857086,384227200
2010-11-11 00:00:00+00:00,9.539613724,11.30892944,11.37142944,11.22321415,11.25,361284000
2010-11-12 00:00:00+00:00,9.279923439,11.00107098,11.30357075,10.84392929,11.28571415,795846800
2010-11-15 00:00:00+00:00,9.250094414,10.96571445,11.09071445,10.9382143,11.01642895,403606000
2010-11-16 00:00:00+00:00,9.085909843,10.77107143,10.98571396,10.68999958,10.91857147,657650000
2010-11-17 00:00:00+00:00,9.053070068,10.7321434,10.85678577,10.63428593,10.75714302,479449600
2010-11-18 00:00:00+00:00,9.29197216,11.01535702,11.05964279,10.88178635,10.89999962,494491200
2010-11-19 00:00:00+00:00,9.240757942,10.95464325,11.01428604,10.90142918,10.99892902,384843200
2010-11-22 00:00:00+00:00,9.440499306,11.19142914,11.19142914,10.92392921,10.95285702,393075200
2010-11-23 00:00:00+00:00,9.301012993,11.02607059,11.13392925,10.94857121,11.08749962,519447600
2010-11-24 00:00:00+00:00,9.483883858,11.24285698,11.26428604,11.13392925,11.1428566,413725200
2010-11-26 00:00:00+00:00,9.489906311,11.25,11.34642887,11.17642879,11.20499992,237585600
2010-11-29 00:00:00+00:00,9.546242714,11.31678581,11.33857059,11.12071419,11.2678566,445785200
2010-11-30 00:00:00+00:00,9.373918533,11.11250019,11.22714329,11.10249996,11.1978569,501858000
2010-12-01 00:00:00+00:00,9.532084465,11.30000019,11.34821415,11.25,11.2596426,461750800
2010-12-02 00:00:00+00:00,9.584805489,11.36250019,11.3928566,11.24607086,11.34035683,462837200
2010-12-03 00:00:00+00:00,9.563415527,11.33714294,11.38035679,11.29785728,11.32178593,342092800
2010-12-06 00:00:00+00:00,9.645061493,11.43392944,11.51178646,11.37214279,11.38000011,448481600
2010-12-07 00:00:00+00:00,9.586613655,11.3646431,11.57107067,11.36142921,11.56428623,391454000
2010-12-08 00:00:00+00:00,9.670967102,11.46464252,11.46500015,11.32535744,11.41535664,321935600
2010-12-09 00:00:00+00:00,9.633312225,11.42000008,11.5178566,11.3935709,11.50464344,294151200
2010-12-10 00:00:00+00:00,9.657410622,11.44857121,11.46607113,11.37857056,11.41607094,262511200
2010-12-13 00:00:00+00:00,9.690849304,11.48821354,11.60928631,11.46428585,11.58464336,439815600
2010-12-14 00:00:00+00:00,9.649274826,11.4389286,11.51928616,11.3928566,11.4903574,351008000
2010-12-15 00:00:00+00:00,9.651384354,11.44142914,11.53571415,11.39964294,11.42857075,417312000
2010-12-16 00:00:00+00:00,9.678195953,11.47321415,11.52178574,11.43214321,11.46749973,322030800
2010-12-17 00:00:00+00:00,9.658917427,11.45035744,11.49250031,11.4367857,11.48678589,386929200
2010-12-20 00:00:00+00:00,9.707120895,11.50749969,11.5446434,11.3653574,11.48571396,385610400
2010-12-21 00:00:00+00:00,9.76707077,11.57857132,11.58535671,11.50178623,11.53571415,256354000
2010-12-22 00:00:00+00:00,9.795992851,11.61285686,11.63285732,11.55535698,11.58428574,265921600
2010-12-23 00:00:00+00:00,9.748994827,11.55714321,11.61250019,11.54178619,11.6071434,223157200
2010-12-27 00:00:00+00:00,9.781533241,11.59571362,11.62285709,11.48285675,11.53035736,249816000
2010-12-28 00:00:00+00:00,9.805335045,11.62392902,11.66642857,11.60928631,11.63964272,175924000
2010-12-29 00:00:00+00:00,9.799910545,11.61750031,11.65892887,11.61071396,11.65071392,163139200
2010-12-30 00:00:00+00:00,9.75080204,11.55928612,11.62535667,11.53750038,11.6242857,157494400
2010-12-31 00:00:00+00:00,9.717665672,11.52000046,11.5528574,11.47535706,11.53392887,193508000
2011-01-03 00:00:00+00:00,9.928852081,11.77035713,11.79500008,11.60142899,11.63000011,445138400
2011-01-04 00:00:00+00:00,9.980672836,11.83178616,11.875,11.71964264,11.87285709,309080800
2011-01-05 00:00:00+00:00,10.06231403,11.92857075,11.94071388,11.7678566,11.76964283,255519600
2011-01-06 00:00:00+00:00,10.05417824,11.9189291,11.97321415,11.88928604,11.95428562,300428800
2011-01-07 00:00:00+00:00,10.12618065,12.00428581,12.01249981,11.85357094,11.92821407,311931200
2011-01-10 00:00:00+00:00,10.31688213,12.23035717,12.258214,12.04178619,12.10107136,448560000
2011-01-11 00:00:00+00:00,10.29248142,12.20142937,12.31999969,12.12392902,12.31714344,444108000
2011-01-12 00:00:00+00:00,10.37623024,12.30071354,12.30107117,12.21428585,12.25892925,302590400
2011-01-13 00:00:00+00:00,10.41419506,12.34571362,12.38000011,12.28035736,12.32714272,296780400
2011-01-14 00:00:00+00:00,10.49855042,12.445714,12.445714,12.30142879,12.35321426,308840000
2011-01-18 00:00:00+00:00,10.26265717,12.16607094,12.31285667,11.6428566,11.7685709,1880998000
2011-01-19 00:00:00+00:00,10.20812893,12.10142899,12.44999981,12.03142929,12.44107056,1135612800
2011-01-20 00:00:00+00:00,10.02254391,11.88142872,12.08214283,11.78999996,12.01535702,764789200
2011-01-21 00:00:00+00:00,9.842991829,11.66857147,11.96000004,11.66535664,11.92035675,754401200
2011-01-24 00:00:00+00:00,10.16625214,12.05178642,12.05178642,11.66857147,11.67392921,574683200
2011-01-25 00:00:00+00:00,10.28525066,12.19285679,12.19428635,11.94892883,12.01178646,546868000
2011-01-26 00:00:00+00:00,10.35906124,12.28035736,12.34285736,12.19642925,12.2485714,506875600
2011-01-27 00:00:00+00:00,10.33978081,12.25749969,12.31035709,12.24392891,12.27785683,285026000
2011-01-28 00:00:00+00:00,10.12557888,12.00357056,12.30000019,11.91178608,12.29178619,592057200
2011-01-31 00:00:00+00:00,10.22258759,12.11857128,12.14428616,11.93928623,11.99285698,377246800
2011-02-01 00:00:00+00:00,10.39461231,12.32250023,12.34464264,12.1778574,12.18928623,426633200
2011-02-02 00:00:00+00:00,10.37321949,12.29714298,12.3303566,12.26964283,12.30178642,258955200
